"index","start_date","end_date"
1,2014.7397260274,2014.77808219178
2,2014.75890410959,2014.79726027397
3,2014.77808219178,2014.81643835616
4,2014.79726027397,2014.83561643836
5,2014.81643835616,2014.85479452055
6,2014.83561643836,2014.87397260274
7,2014.85479452055,2014.89315068493
8,2014.87397260274,2014.91232876712
9,2014.89315068493,2014.93150684932
10,2014.91232876712,2014.95068493151
11,2014.93150684932,2014.9698630137
12,2014.95068493151,2015.00821917808
13,2014.9698630137,2015.02739726027
14,2015.00821917808,2015.04657534247
15,2015.02739726027,2015.06575342466
16,2015.04657534247,2015.08493150685
17,2015.06575342466,2015.10410958904
18,2015.08493150685,2015.12328767123
19,2015.10410958904,2015.14246575342
20,2015.12328767123,2015.16164383562
21,2015.14246575342,2015.18082191781
22,2015.16164383562,2015.2
23,2015.18082191781,2015.21917808219
24,2015.2,2015.23835616438
25,2015.21917808219,2015.25753424658
26,2015.23835616438,2015.27671232877
27,2015.25753424658,2015.29589041096
28,2015.27671232877,2015.31506849315
29,2015.29589041096,2015.33424657534
30,2015.31506849315,2015.35342465753
31,2015.33424657534,2015.37260273973
32,2015.35342465753,2015.39178082192
33,2015.37260273973,2015.41095890411
34,2015.39178082192,2015.4301369863
35,2015.41095890411,2015.44931506849
36,2015.4301369863,2015.46849315068
37,2015.44931506849,2015.48767123288
38,2015.46849315068,2015.50684931507
39,2015.48767123288,2015.52602739726
40,2015.50684931507,2015.54520547945
41,2015.52602739726,2015.56438356164
42,2015.54520547945,2015.58356164384
43,2015.56438356164,2015.60273972603
44,2015.58356164384,2015.62191780822
45,2015.60273972603,2015.64109589041
46,2015.62191780822,2015.6602739726
47,2015.64109589041,2015.67945205479
48,2015.6602739726,2015.69863013699
49,2015.67945205479,2015.71780821918
50,2015.69863013699,2015.73698630137
51,2015.71780821918,2015.75616438356
52,2015.73698630137,2015.77534246575
53,2015.75616438356,2015.79452054795
54,2015.77534246575,2015.81369863014
55,2015.79452054795,2015.83287671233
56,2015.81369863014,2015.85205479452
57,2015.83287671233,2015.87123287671
58,2015.85205479452,2015.8904109589
59,2015.87123287671,2015.9095890411
60,2015.8904109589,2015.92876712329
61,2015.9095890411,2015.94794520548
62,2015.92876712329,2015.96712328767
63,2015.94794520548,2015.98630136986
64,2015.96712328767,2016.00546448087
65,2015.98630136986,2016.00546448087
66,2016.00546448087,2016.02459016393
67,2016.00546448087,2016.04371584699
68,2016.02459016393,2016.06284153005
69,2016.04371584699,2016.08196721311
70,2016.06284153005,2016.10109289617
71,2016.08196721311,2016.12021857923
72,2016.10109289617,2016.1393442623
73,2016.12021857923,2016.15846994536
74,2016.1393442623,2016.17759562842
75,2016.15846994536,2016.19672131148
76,2016.17759562842,2016.21584699454
77,2016.19672131148,2016.2349726776
78,2016.21584699454,2016.25409836066
79,2016.2349726776,2016.27322404372
80,2016.25409836066,2016.29234972678
81,2016.27322404372,2016.31147540984
82,2016.29234972678,2016.3306010929
83,2016.31147540984,2016.34972677596
84,2016.3306010929,2016.36885245902
85,2016.34972677596,2016.38797814208
86,2016.36885245902,2016.40710382514
87,2016.38797814208,2016.4262295082
88,2016.40710382514,2016.44535519126
89,2016.4262295082,2016.46448087432
90,2016.44535519126,2016.48360655738
91,2016.46448087432,2016.50273224044
92,2016.48360655738,2016.5218579235
93,2016.50273224044,2016.54098360656
94,2016.5218579235,2016.56010928962
95,2016.54098360656,2016.57923497268
96,2016.56010928962,2016.59836065574
97,2016.57923497268,2016.6174863388
98,2016.59836065574,2016.63661202186
99,2016.6174863388,2016.65573770492
100,2016.63661202186,2016.67486338798
101,2016.65573770492,2016.69398907104
102,2016.67486338798,2016.7131147541
103,2016.69398907104,2016.73224043716
104,2016.7131147541,2016.75136612022
105,2016.73224043716,2016.77049180328
106,2016.75136612022,2016.78961748634
107,2016.77049180328,2016.8087431694
108,2016.78961748634,2016.82786885246
109,2016.8087431694,2016.84699453552
110,2016.82786885246,2016.86612021858
111,2016.84699453552,2016.88524590164
112,2016.86612021858,2016.9043715847
113,2016.88524590164,2016.92349726776
114,2016.9043715847,2016.94262295082
115,2016.92349726776,2016.96174863388
116,2016.94262295082,2016.98087431694
117,2016.96174863388,2017
118,2016.98087431694,2017.01917808219
119,2017,2017.03835616438
120,2017.01917808219,2017.05753424658
121,2017.03835616438,2017.07671232877
122,2017.05753424658,2017.09589041096
123,2017.07671232877,2017.11506849315
124,2017.09589041096,2017.13424657534
125,2017.11506849315,2017.15342465753
126,2017.13424657534,2017.17260273973
127,2017.15342465753,2017.19178082192
128,2017.17260273973,2017.21095890411
129,2017.19178082192,2017.2301369863
130,2017.21095890411,2017.24931506849
131,2017.2301369863,2017.26849315068
132,2017.24931506849,2017.28767123288
133,2017.26849315068,2017.30684931507
134,2017.28767123288,2017.32602739726
135,2017.30684931507,2017.34520547945
136,2017.32602739726,2017.36438356164
137,2017.34520547945,2017.38356164384
138,2017.36438356164,2017.40273972603
139,2017.38356164384,2017.42191780822
140,2017.40273972603,2017.44109589041
141,2017.42191780822,2017.4602739726
142,2017.44109589041,2017.47945205479
143,2017.4602739726,2017.49863013699
144,2017.47945205479,2017.51780821918
145,2017.49863013699,2017.53698630137
146,2017.51780821918,2017.55616438356
147,2017.53698630137,2017.57534246575
148,2017.55616438356,2017.59452054795
149,2017.57534246575,2017.61369863014
150,2017.59452054795,2017.63287671233
151,2017.61369863014,2017.65205479452
152,2017.63287671233,2017.67123287671
153,2017.65205479452,2017.6904109589
154,2017.67123287671,2017.7095890411
155,2017.6904109589,2017.72876712329
156,2017.7095890411,2017.74794520548
157,2017.72876712329,2017.76712328767
158,2017.74794520548,2017.78630136986
159,2017.76712328767,2017.80547945205
160,2017.78630136986,2017.82465753425
161,2017.80547945205,2017.84383561644
162,2017.82465753425,2017.86301369863
163,2017.84383561644,2017.88219178082
164,2017.86301369863,2017.90136986301
165,2017.88219178082,2017.92054794521
166,2017.90136986301,2017.9397260274
167,2017.92054794521,2017.95890410959
168,2017.9397260274,2017.97808219178
169,2017.95890410959,2017.99726027397
170,2017.97808219178,2018.01643835616
171,2017.99726027397,2018.03561643836
172,2018.01643835616,2018.05479452055
173,2018.03561643836,2018.07397260274
174,2018.05479452055,2018.09315068493
175,2018.07397260274,2018.11232876712
176,2018.09315068493,2018.13150684931
177,2018.11232876712,2018.15068493151
178,2018.13150684931,2018.1698630137
179,2018.15068493151,2018.18904109589
180,2018.1698630137,2018.20821917808
181,2018.18904109589,2018.22739726027
182,2018.20821917808,2018.24657534247
183,2018.22739726027,2018.26575342466
184,2018.24657534247,2018.28493150685
185,2018.26575342466,2018.30410958904
186,2018.28493150685,2018.32328767123
187,2018.30410958904,2018.34246575342
188,2018.32328767123,2018.36164383562
189,2018.34246575342,2018.38082191781
190,2018.36164383562,2018.4
191,2018.38082191781,2018.41917808219
192,2018.4,2018.43835616438
193,2018.41917808219,2018.45753424658
194,2018.43835616438,2018.47671232877
195,2018.45753424658,2018.49589041096
196,2018.47671232877,2018.51506849315
197,2018.49589041096,2018.53424657534
198,2018.51506849315,2018.55342465753
199,2018.53424657534,2018.57260273973
200,2018.55342465753,2018.59178082192
201,2018.57260273973,2018.61095890411
202,2018.59178082192,2018.6301369863
203,2018.61095890411,2018.64931506849
204,2018.6301369863,2018.66849315068
205,2018.64931506849,2018.68767123288
206,2018.66849315068,2018.70684931507
207,2018.68767123288,2018.72602739726
208,2018.70684931507,2018.74520547945
209,2018.72602739726,2018.76438356164
210,2018.74520547945,2018.78356164384
211,2018.76438356164,2018.80273972603
212,2018.78356164384,2018.82191780822
213,2018.80273972603,2018.84109589041
214,2018.82191780822,2018.8602739726
215,2018.84109589041,2018.87945205479
216,2018.8602739726,2018.89863013699
217,2018.87945205479,2018.91780821918
218,2018.89863013699,2018.93698630137
219,2018.91780821918,2018.95616438356
220,2018.93698630137,2018.97534246575
221,2018.95616438356,2018.99452054795
222,2018.97534246575,2019.01369863014
223,2018.99452054795,2019.03287671233
224,2019.01369863014,2019.05205479452
225,2019.03287671233,2019.07123287671
226,2019.05205479452,2019.0904109589
227,2019.07123287671,2019.1095890411
228,2019.0904109589,2019.12876712329
229,2019.1095890411,2019.14794520548
230,2019.12876712329,2019.16712328767
231,2019.14794520548,2019.18630136986
232,2019.16712328767,2019.20547945205
233,2019.18630136986,2019.22465753425
234,2019.20547945205,2019.24383561644
235,2019.22465753425,2019.26301369863
236,2019.24383561644,2019.28219178082
237,2019.26301369863,2019.30136986301
238,2019.28219178082,2019.32054794521
239,2019.30136986301,2019.3397260274
240,2019.32054794521,2019.35890410959
241,2019.3397260274,2019.37808219178
242,2019.35890410959,2019.39726027397
243,2019.37808219178,2019.41643835616
244,2019.39726027397,2019.43561643836
245,2019.41643835616,2019.45479452055
246,2019.43561643836,2019.47397260274
247,2019.45479452055,2019.49315068493
248,2019.47397260274,2019.51232876712
249,2019.49315068493,2019.53150684932
250,2019.51232876712,2019.55068493151
251,2019.53150684932,2019.5698630137
252,2019.55068493151,2019.58904109589
253,2019.5698630137,2019.60821917808
254,2019.58904109589,2019.62739726027
255,2019.60821917808,2019.64657534247
256,2019.62739726027,2019.66575342466
257,2019.64657534247,2019.68493150685
258,2019.66575342466,2019.70410958904
259,2019.68493150685,2019.72328767123
260,2019.70410958904,2019.74246575342
261,2019.72328767123,2019.76164383562
262,2019.74246575342,2019.78082191781
263,2019.76164383562,2019.8
264,2019.78082191781,2019.81917808219
265,2019.8,2019.83835616438
266,2019.81917808219,2019.85753424658
267,2019.83835616438,2019.87671232877
268,2019.85753424658,2019.89589041096
269,2019.87671232877,2019.91506849315
270,2019.89589041096,2019.93424657534
271,2019.91506849315,2019.95342465753
272,2019.93424657534,2019.97260273973
273,2019.95342465753,2019.99178082192
274,2019.97260273973,2020.01092896175
275,2019.99178082192,2020.03005464481
276,2020.01092896175,2020.04918032787
277,2020.03005464481,2020.06830601093
278,2020.04918032787,2020.08743169399
279,2020.06830601093,2020.10655737705
280,2020.08743169399,2020.12568306011
281,2020.10655737705,2020.14480874317
282,2020.12568306011,2020.16393442623
283,2020.14480874317,2020.18306010929
284,2020.16393442623,2020.20218579235
285,2020.18306010929,2020.22131147541
286,2020.20218579235,2020.24043715847
287,2020.22131147541,2020.25956284153
288,2020.24043715847,2020.27868852459
289,2020.25956284153,2020.29781420765
290,2020.27868852459,2020.31693989071
291,2020.29781420765,2020.33606557377
292,2020.31693989071,2020.35519125683
293,2020.33606557377,2020.37431693989
294,2020.35519125683,2020.39344262295
295,2020.37431693989,2020.41256830601
296,2020.39344262295,2020.43169398907
297,2020.41256830601,2020.45081967213
298,2020.43169398907,2020.46994535519
299,2020.45081967213,2020.48907103825
300,2020.46994535519,2020.50819672131
301,2020.48907103825,2020.52732240437
302,2020.50819672131,2020.54644808743
303,2020.52732240437,2020.56557377049
304,2020.54644808743,2020.58469945355
305,2020.56557377049,2020.60382513661
306,2020.58469945355,2020.62295081967
307,2020.60382513661,2020.64207650273
308,2020.62295081967,2020.66120218579
309,2020.64207650273,2020.68032786885
310,2020.66120218579,2020.69945355191
311,2020.68032786885,2020.71857923497
312,2020.69945355191,2020.73770491803
313,2020.71857923497,2020.75683060109
314,2020.73770491803,2020.77595628415
315,2020.75683060109,2020.79508196721
316,2020.77595628415,2020.81420765027
317,2020.79508196721,2020.83333333333
318,2020.81420765027,2020.85245901639
319,2020.83333333333,2020.87158469945
320,2020.85245901639,2020.89071038251
321,2020.87158469945,2020.90983606557
322,2020.89071038251,2020.92896174863
323,2020.90983606557,2020.94808743169
324,2020.92896174863,2020.96721311475
325,2020.94808743169,2020.98633879781
326,2020.96721311475,2021.00547945205
327,2020.98633879781,2021.02465753425
328,2021.00547945205,2021.04383561644
329,2021.02465753425,2021.06301369863
330,2021.04383561644,2021.08219178082
331,2021.06301369863,2021.10136986301
332,2021.08219178082,2021.12054794521
333,2021.10136986301,2021.1397260274
334,2021.12054794521,2021.15890410959
335,2021.1397260274,2021.17808219178
336,2021.15890410959,2021.19726027397
337,2021.17808219178,2021.21643835616
338,2021.19726027397,2021.23561643836
339,2021.21643835616,2021.25479452055
340,2021.23561643836,2021.27397260274
341,2021.25479452055,2021.29315068493
342,2021.27397260274,2021.31232876712
343,2021.29315068493,2021.33150684932
344,2021.31232876712,2021.35068493151
345,2021.33150684932,2021.3698630137
346,2021.35068493151,2021.38904109589
347,2021.3698630137,2021.40821917808
348,2021.38904109589,2021.42739726027
349,2021.40821917808,2021.44657534247
350,2021.42739726027,2021.46575342466
351,2021.44657534247,2021.48493150685
352,2021.46575342466,2021.50410958904
353,2021.48493150685,2021.52328767123
354,2021.50410958904,2021.54246575342
355,2021.52328767123,2021.56164383562
356,2021.54246575342,2021.58082191781
357,2021.56164383562,2021.6
358,2021.58082191781,2021.61917808219
359,2021.6,2021.63835616438
360,2021.61917808219,2021.65753424658
361,2021.63835616438,2021.67671232877
362,2021.65753424658,2021.69589041096
363,2021.67671232877,2021.71506849315
364,2021.69589041096,2021.73424657534
365,2021.71506849315,2021.75342465753
366,2021.73424657534,2021.77260273973
367,2021.75342465753,2021.79178082192
368,2021.77260273973,2021.81095890411
369,2021.79178082192,2021.8301369863
370,2021.81095890411,2021.84931506849
371,2021.8301369863,2021.86849315069
372,2021.84931506849,2021.88767123288
373,2021.86849315069,2021.90684931507
374,2021.88767123288,2021.92602739726
375,2021.90684931507,2021.94520547945
376,2021.92602739726,2021.96438356164
377,2021.94520547945,2021.98356164384
378,2021.96438356164,2022.00273972603
379,2021.98356164384,2022.02191780822
380,2022.00273972603,2022.04109589041
381,2022.02191780822,2022.0602739726
382,2022.04109589041,2022.07945205479
383,2022.0602739726,2022.09863013699
384,2022.07945205479,2022.11780821918
385,2022.09863013699,2022.13698630137
386,2022.11780821918,2022.15616438356
387,2022.13698630137,2022.17534246575
388,2022.15616438356,2022.19452054795
389,2022.17534246575,2022.21369863014
390,2022.19452054795,2022.23287671233
391,2022.21369863014,2022.25205479452
392,2022.23287671233,2022.27123287671
393,2022.25205479452,2022.2904109589
394,2022.27123287671,2022.3095890411
395,2022.2904109589,2022.32876712329
396,2022.3095890411,2022.34794520548
397,2022.32876712329,2022.36712328767
398,2022.34794520548,2022.38630136986
399,2022.36712328767,2022.40547945205
400,2022.38630136986,2022.42465753425
401,2022.40547945205,2022.44383561644
402,2022.42465753425,2022.46301369863
403,2022.44383561644,2022.48219178082
404,2022.46301369863,2022.50136986301
405,2022.48219178082,2022.52054794521
406,2022.50136986301,2022.5397260274
407,2022.52054794521,2022.55890410959
408,2022.5397260274,2022.57808219178
409,2022.55890410959,2022.59726027397
410,2022.57808219178,2022.61643835616
411,2022.59726027397,2022.63561643836
412,2022.61643835616,2022.65479452055
413,2022.63561643836,2022.67397260274
414,2022.65479452055,2022.69315068493
415,2022.67397260274,2022.71232876712
416,2022.69315068493,2022.73150684932
417,2022.71232876712,2022.75068493151
418,2022.73150684932,2022.7698630137
419,2022.75068493151,2022.78904109589
420,2022.7698630137,2022.80821917808
421,2022.78904109589,2022.82739726027
422,2022.80821917808,2022.84657534247
423,2022.82739726027,2022.86575342466
424,2022.84657534247,2022.88493150685
425,2022.86575342466,2022.90410958904
426,2022.88493150685,2022.92328767123
427,2022.90410958904,2022.94246575342
428,2022.92328767123,2022.96164383562
429,2022.94246575342,2022.98082191781
430,2022.96164383562,2023
431,2022.98082191781,2023.01917808219
432,2023,2023.03835616438
433,2023.01917808219,2023.05753424658
434,2023.03835616438,2023.07671232877
435,2023.05753424658,2023.09589041096
436,2023.07671232877,2023.11506849315
437,2023.09589041096,2023.13424657534
438,2023.11506849315,2023.15342465753
439,2023.13424657534,2023.17260273973
440,2023.15342465753,2023.19178082192
441,2023.17260273973,2023.21095890411
442,2023.19178082192,2023.2301369863
443,2023.21095890411,2023.24931506849
444,2023.2301369863,2023.26849315068
445,2023.24931506849,2023.28767123288
446,2023.26849315068,2023.30684931507
447,2023.28767123288,2023.32602739726
448,2023.30684931507,2023.34520547945
449,2023.32602739726,2023.36438356164
450,2023.34520547945,2023.38356164384
451,2023.36438356164,2023.40273972603
452,2023.38356164384,2023.42191780822
453,2023.40273972603,2023.44109589041
454,2023.42191780822,2023.4602739726
455,2023.44109589041,2023.47945205479
456,2023.4602739726,2023.49863013699
457,2023.47945205479,2023.51780821918
458,2023.49863013699,2023.53698630137
459,2023.51780821918,2023.55616438356
460,2023.53698630137,2023.57534246575
461,2023.55616438356,2023.59452054795
462,2023.57534246575,2023.61369863014
463,2023.59452054795,2023.63287671233
464,2023.61369863014,2023.65205479452
465,2023.63287671233,2023.67123287671
466,2023.65205479452,2023.6904109589
467,2023.67123287671,2023.7095890411
468,2023.6904109589,2023.72876712329
